shipName,Classe,ano,mes,consumo_total,consumo_medio,num_viagens,distancia_total,duracao_total,consumo_por_milha,consumo_por_hora
TOTAL_FROTA,TODAS,2025,7,8902.88,17.06,522,82305.8,7481.03,0.1082,1.1901
VICTOR OLIVEIRA,Suezmax,2025,7,899.5,28.11,32,6563.0,526.71,0.1371,1.7078
BRUNO LIMA,Gaseiro 7k,2025,8,70.93,3.94,18,1665.5,165.0,0.0426,0.4299
CARLA SILVA,Aframax,2025,8,13.0,4.33,3,112.0,11.7,0.1161,1.1111
DANIEL PEREIRA,Aframax,2025,8,1018.5,29.1,35,7635.5,620.31,0.1334,1.6419
EDUARDO COSTA,MR 2,2025,8,435.66,19.8,22,3793.0,371.95,0.1149,1.1713
FELIPE RIBEIRO,Suezmax,2025,8,888.71,32.92,27,6063.0,469.7,0.1466,1.8921
FÁBIO SANTOS,Gaseiro 7k,2025,8,143.44,6.24,23,2962.0,333.49,0.0484,0.4301
GABRIELA MARTINS,Aframax,2025,8,907.9,31.31,29,7454.0,614.4,0.1218,1.4777
GISELLE CARVALHO,Suezmax,2025,8,997.64,28.5,35,7737.0,593.86,0.1289,1.6799
HENRIQUE ALVES,Suezmax,2025,8,863.5,28.78,30,4567.0,451.47,0.1891,1.9126
LUCAS MENDONÇA,MR 2,2025,8,225.95,7.06,32,3305.3,260.5,0.0684,0.8674
MARCOS CAVALCANTI,Suezmax,2025,8,1385.61,41.99,33,7879.0,727.7,0.1759,1.9041
MARIA VALENTINA,Gaseiro 7k,2025,8,79.6,4.68,17,2167.0,364.67,0.0367,0.2183
PAULO MOURA,Suezmax,2025,8,458.41,14.79,31,2635.0,275.03,0.174,1.6668
RAFAEL SANTOS,Suezmax,2025,8,447.0,29.8,15,2854.6,261.92,0.1566,1.7066
RAUL MARTINS,Suezmax,2025,8,471.6,16.26,29,3501.9,351.5,0.1347,1.3417
RENATO GOMES,Aframax,2025,8,1035.82,35.72,29,7648.0,642.5,0.1354,1.6122
RICARDO BARBOSA,Gaseiro 7k,2025,8,168.6,5.62,30,4693.0,419.58,0.0359,0.4018
RODRIGO PINHEIRO,Aframax,2025,8,519.7,17.92,29,5326.0,525.78,0.0976,0.9884
ROMARIO SILVA,MR 2,2025,8,314.0,10.13,31,3954.0,307.07,0.0794,1.0226
THIAGO FERNANDES,MR 2,2025,8,167.2,13.93,12,1225.0,158.4,0.1365,1.0556
TOTAL_FROTA,TODAS,2025,8,11788.77,21.75,542,95390.8,8615.03,0.1236,1.3684
VICTOR OLIVEIRA,Suezmax,2025,8,1176.0,36.75,32,8213.0,688.5,0.1432,1.7081
BRUNO LIMA,Gaseiro 7k,2025,9,175.0,5.0,35,4737.6,486.03,0.0369,0.3601
CARLA SILVA,Aframax,2025,9,41.0,4.56,9,234.7,103.3,0.1747,0.3969
DANIEL PEREIRA,Aframax,2025,9,420.5,28.03,15,2871.0,241.03,0.1465,1.7446
EDUARDO COSTA,MR 2,2025,9,254.65,11.58,22,3168.0,252.25,0.0804,1.0095
FELIPE RIBEIRO,Suezmax,2025,9,924.31,28.88,32,7371.0,545.17,0.1254,1.6955
FÁBIO SANTOS,Gaseiro 7k,2025,9,149.93,4.54,33,3869.0,339.66,0.0388,0.4414
GABRIELA MARTINS,Aframax,2025,9,349.19,19.4,18,3199.4,254.1,0.1091,1.3742
GISELLE CARVALHO,Suezmax,2025,9,908.69,33.66,27,5879.0,655.99,0.1546,1.3852
HENRIQUE ALVES,Suezmax,2025,9,970.5,34.66,28,4922.0,484.0,0.1972,2.0052
LUCAS MENDONÇA,MR 2,2025,9,83.3,7.57,11,1092.0,115.7,0.0763,0.72
MARCOS CAVALCANTI,Suezmax,2025,9,264.83,12.61,21,1983.0,177.88,0.1336,1.4888
MARIA VALENTINA,Gaseiro 7k,2025,9,203.98,6.58,31,6061.0,475.67,0.0337,0.4288
PAULO MOURA,Suezmax,2025,9,1371.0,45.7,30,8315.0,720.0,0.1649,1.9042
RAFAEL SANTOS,Suezmax,2025,9,206.8,12.92,16,1291.7,289.84,0.1601,0.7135
RAUL MARTINS,Suezmax,2025,9,229.78,10.94,21,2091.5,267.1,0.1099,0.8603
RENATO GOMES,Aframax,2025,9,389.0,19.45,20,3112.7,263.77,0.125,1.4748
RICARDO BARBOSA,Gaseiro 7k,2025,9,186.8,5.49,34,4796.5,405.01,0.0389,0.4612
RODRIGO PINHEIRO,Aframax,2025,9,733.7,27.17,27,7427.0,591.3,0.0988,1.2408
ROMARIO SILVA,MR 2,2025,9,437.55,13.26,33,5632.0,446.74,0.0777,0.9794
THIAGO FERNANDES,MR 2,2025,9,251.0,13.94,18,2981.5,248.08,0.0842,1.0118
TOTAL_FROTA,TODAS,2025,9,8959.26,17.99,498,83995.8,7605.81,0.1067,1.1779
VICTOR OLIVEIRA,Suezmax,2025,9,407.75,23.99,17,2960.2,243.19,0.1377,1.6767
BRUNO LIMA,Gaseiro 7k,2025,10,144.59,4.99,29,3837.6,326.77,0.0377,0.4425
CARLA SILVA,Aframax,2025,10,99.7,14.24,7,804.0,92.23,0.124,1.081
DANIEL PEREIRA,Aframax,2025,10,515.0,28.61,18,3789.0,340.98,0.1359,1.5104
EDUARDO COSTA,MR 2,2025,10,101.65,5.65,18,905.0,89.98,0.1123,1.1297
FELIPE RIBEIRO,Suezmax,2025,10,943.8,34.96,27,6123.0,520.43,0.1541,1.8135
FÁBIO SANTOS,Gaseiro 7k,2025,10,154.94,5.16,30,3838.0,336.86,0.0404,0.46
GABRIELA MARTINS,Aframax,2025,10,849.33,27.4,31,8432.0,642.43,0.1007,1.3221
GISELLE CARVALHO,Suezmax,2025,10,484.06,28.47,17,4296.8,317.17,0.1127,1.5262
HENRIQUE ALVES,Suezmax,2025,10,1137.3,34.46,33,7660.0,640.52,0.1485,1.7756
LUCAS MENDONÇA,MR 2,2025,10,68.6,5.28,13,883.0,80.1,0.0777,0.8564
MARCOS CAVALCANTI,Suezmax,2025,10,1186.49,34.9,34,7545.0,638.22,0.1573,1.8591
MARIA VALENTINA,Gaseiro 7k,2025,10,124.47,5.66,22,3357.0,275.07,0.0371,0.4525
PAULO MOURA,Suezmax,2025,10,622.82,23.95,26,4123.0,546.0,0.1511,1.1407
RAFAEL SANTOS,Suezmax,2025,10,1392.2,40.95,34,7846.0,690.17,0.1774,2.0172
RAUL MARTINS,Suezmax,2025,10,1224.67,38.27,32,8545.8,676.5,0.1433,1.8103
RENATO GOMES,Aframax,2025,10,307.5,17.08,18,2491.0,220.1,0.1234,1.3971
RICARDO BARBOSA,Gaseiro 7k,2025,10,48.4,5.38,9,1172.0,112.83,0.0413,0.429
RODRIGO PINHEIRO,Aframax,2025,10,545.29,20.97,26,6213.5,486.07,0.0878,1.1218
ROMARIO SILVA,MR 2,2025,10,229.46,8.5,27,2905.0,221.5,0.079,1.0359
THIAGO FERNANDES,MR 2,2025,10,50.86,3.63,14,591.5,55.82,0.086,0.9111
TOTAL_FROTA,TODAS,2025,10,10708.93,22.13,484,89111.7,7616.63,0.1202,1.406
VICTOR OLIVEIRA,Suezmax,2025,10,477.8,25.15,19,3753.5,306.88,0.1273,1.557
BRUNO LIMA,Gaseiro 7k,2025,11,76.73,3.84,20,2154.1,189.19,0.0356,0.4056
CARLA SILVA,Aframax,2025,11,89.5,9.94,9,724.3,84.33,0.1236,1.0613
DANIEL PEREIRA,Aframax,2025,11,557.0,27.85,20,3531.0,333.18,0.1577,1.6718
EDUARDO COSTA,MR 2,2025,11,55.05,9.17,6,333.0,61.25,0.1653,0.8988
FELIPE RIBEIRO,Suezmax,2025,11,548.77,30.49,18,3560.5,293.93,0.1541,1.867
FÁBIO SANTOS,Gaseiro 7k,2025,11,101.19,4.4,23,2517.0,216.65,0.0402,0.4671
GABRIELA MARTINS,Aframax,2025,11,94.04,10.45,9,1076.0,79.4,0.0874,1.1844
HENRIQUE ALVES,Suezmax,2025,11,790.0,43.89,18,5020.0,431.92,0.1574,1.829
LUCAS MENDONÇA,MR 2,2025,11,40.2,6.7,6,469.0,42.2,0.0857,0.9526
MARCOS CAVALCANTI,Suezmax,2025,11,738.35,36.92,20,4245.8,381.25,0.1739,1.9367
MARIA VALENTINA,Gaseiro 7k,2025,11,36.13,6.02,6,1128.0,83.16,0.032,0.4345
PAULO MOURA,Suezmax,2025,11,16.32,5.44,3,44.0,101.6,0.3709,0.1606
RAFAEL SANTOS,Suezmax,2025,11,920.4,36.82,25,5944.0,450.07,0.1548,2.045
RAUL MARTINS,Suezmax,2025,11,745.52,31.06,24,5526.4,411.74,0.1349,1.8107
RENATO GOMES,Aframax,2025,11,839.8,33.59,25,6665.0,570.4,0.126,1.4723
RICARDO BARBOSA,Gaseiro 7k,2025,11,2.0,2.0,1,25.0,4.92,0.08,0.4065
RODRIGO PINHEIRO,Aframax,2025,11,304.0,20.27,15,3170.0,262.9,0.0959,1.1563
ROMARIO SILVA,MR 2,2025,11,108.8,9.07,12,1391.5,107.42,0.0782,1.0128
THIAGO FERNANDES,MR 2,2025,11,128.4,9.17,14,1581.0,140.22,0.0812,0.9157
TOTAL_FROTA,TODAS,2025,11,6568.8,22.65,290,52034.4,4486.13,0.1262,1.4642
VICTOR OLIVEIRA,Suezmax,2025,11,376.6,23.54,16,2928.8,240.4,0.1286,1.5666
