shipName,Classe,ano,mes,consumo_por_milha,consumo_por_hora,consumo_por_displacement,eficiencia_transporte,consumo_ton,distance,duration
LUCAS MENDONÇA,MR 2,2025,4,0.1344,0.9937,0.2954,10.2793,237.5,2878.0,229.3
MARCOS CAVALCANTI,Suezmax,2025,4,0.2767,2.2663,0.1623,5.2856,598.51,3637.0,319.48
MARIA VALENTINA,Gaseiro 7k,2025,4,0.0454,0.4448,0.5693,25.0283,152.413,4451.5,362.94
PAULO MOURA,Suezmax,2025,4,0.195,1.916,0.232,5.3079,1248.5,6727.0,654.93
RAFAEL SANTOS,Suezmax,2025,4,0.2244,2.0654,0.4137,6.7502,957.4,6819.3,527.1
RICARDO BARBOSA,Gaseiro 7k,2025,4,0.0462,0.3796,0.6217,27.046,161.5,4873.0,406.83
RODRIGO PINHEIRO,Aframax,2025,4,0.1094,1.0653,0.2992,10.6075,629.9,6844.0,576.02
ROMARIO SILVA,MR 2,2025,4,0.1207,1.0033,0.2367,9.6936,204.33,2542.74,206.58
THIAGO FERNANDES,MR 2,2025,4,0.1544,0.9135,0.1965,9.5317,137.35,1850.0,151.1
TOTAL_FROTA,TODAS,2025,4,0.1395,1.2515,0.3423,12.6058,9556.302,86599.34,7099.8
VICTOR OLIVEIRA,Suezmax,2025,4,0.1584,1.6855,0.1879,6.628,680.5,4514.0,374.55
BRUNO LIMA,Gaseiro 7k,2025,5,0.0701,0.5347,0.4556,24.8736,126.85,3395.5,263.07
CARLA SILVA,Aframax,2025,5,0.1318,0.9859,0.1193,9.4412,269.5,2250.0,214.33
DANIEL PEREIRA,Aframax,2025,5,0.2883,1.6041,0.1499,9.7446,369.0,3031.0,260.54
EDUARDO COSTA,MR 2,2025,5,0.2468,0.9305,0.3095,7.3044,265.48,2623.0,258.09
FELIPE RIBEIRO,Suezmax,2025,5,0.25,1.682,0.2248,6.6737,830.0,6052.9,489.8
FÁBIO SANTOS,Gaseiro 7k,2025,5,0.0533,0.5722,0.7085,31.2751,130.5,3449.0,246.54
GABRIELA MARTINS,Aframax,2025,5,0.1556,1.53,0.1873,8.951,473.9,3787.0,312.5
GISELLE CARVALHO,Suezmax,2025,5,0.2193,2.0903,0.1835,6.1392,1035.607,7056.0,560.82
HENRIQUE ALVES,Suezmax,2025,5,0.4916,1.6854,0.1788,6.4216,436.0,2871.0,285.13
LUCAS MENDONÇA,MR 2,2025,5,0.1128,0.5964,0.1464,11.8067,180.25,2424.5,398.0
MARCOS CAVALCANTI,Suezmax,2025,5,0.2752,1.804,0.1972,6.0731,746.85,5147.5,456.59
MARIA VALENTINA,Gaseiro 7k,2025,5,0.0639,0.4727,0.5621,22.0978,159.785,4724.0,363.25
PAULO MOURA,Suezmax,2025,5,0.1719,1.5721,0.2485,6.9822,927.25,6006.0,533.5
RAFAEL SANTOS,Suezmax,2025,5,0.1716,1.9577,0.2588,6.0802,1415.0,8376.0,697.2
RAUL MARTINS,Suezmax,2025,5,0.1267,1.5029,0.3549,8.4405,475.523,4095.0,309.29
RICARDO BARBOSA,Gaseiro 7k,2025,5,0.0466,0.4421,0.5241,28.0032,139.1,3758.0,322.67
RODRIGO PINHEIRO,Aframax,2025,5,0.1359,1.2546,0.1896,9.5643,732.9,7156.0,579.22
ROMARIO SILVA,MR 2,2025,5,0.0795,0.8118,0.2633,15.096,213.09,2707.0,212.64
THIAGO FERNANDES,MR 2,2025,5,0.2631,1.7313,0.2035,8.8077,178.43,1726.0,171.32
TOTAL_FROTA,TODAS,2025,5,0.1743,1.2475,0.2823,12.0608,9664.315,85629.4,7429.13
VICTOR OLIVEIRA,Suezmax,2025,5,0.1463,1.1691,0.2071,7.974,559.3,4994.0,494.63
BRUNO LIMA,Gaseiro 7k,2025,6,0.1664,0.7358,0.4248,20.2441,87.75,2323.7,181.77
CARLA SILVA,Aframax,2025,6,0.1513,1.1942,0.0471,11.1975,56.5,557.0,49.83
DANIEL PEREIRA,Aframax,2025,6,0.1306,1.5365,0.2599,8.1829,1087.0,8183.0,678.6
EDUARDO COSTA,MR 2,2025,6,0.1438,0.9627,0.2574,8.4875,213.3,1961.0,203.24
FELIPE RIBEIRO,Suezmax,2025,6,0.1418,1.5798,0.3088,7.7116,802.53,6505.3,502.65
FÁBIO SANTOS,Gaseiro 7k,2025,6,0.0446,0.4639,0.7018,25.8746,173.09,4515.0,384.35
GABRIELA MARTINS,Aframax,2025,6,0.1346,1.5494,0.252,7.8752,969.3,7425.0,604.92
GISELLE CARVALHO,Suezmax,2025,6,0.2273,1.5669,0.1698,9.3463,484.46,3638.0,303.67
HENRIQUE ALVES,Suezmax,2025,6,0.4022,1.4909,0.1383,5.7449,365.0,2607.0,297.84
LUCAS MENDONÇA,MR 2,2025,6,0.0993,0.8745,0.2529,12.6768,305.2,4145.0,338.8
MARCOS CAVALCANTI,Suezmax,2025,6,0.3331,1.4043,0.1249,7.2563,325.012,2446.0,212.6
MARIA VALENTINA,Gaseiro 7k,2025,6,0.0641,0.457,0.5431,23.0007,162.895,4929.0,390.5
PAULO MOURA,Suezmax,2025,6,0.1866,1.7747,0.215,5.9125,940.0,5497.0,496.08
RAFAEL SANTOS,Suezmax,2025,6,0.155,1.5821,0.3626,7.1477,533.8,3454.0,298.48
RAUL MARTINS,Suezmax,2025,6,0.2716,1.8546,0.2386,5.8366,958.0,6141.5,512.89
RENATO GOMES,Aframax,2025,6,0.125,0.5,0.0118,8.0,0.5,4.0,1.0
RICARDO BARBOSA,Gaseiro 7k,2025,6,0.0396,0.3793,0.5846,27.9534,117.7,3391.0,289.37
RODRIGO PINHEIRO,Aframax,2025,6,0.1673,1.376,0.1617,19.3931,433.64,4580.8,360.98
ROMARIO SILVA,MR 2,2025,6,0.0637,0.7502,0.3824,18.4698,295.94,4235.0,313.58
THIAGO FERNANDES,MR 2,2025,6,0.1186,0.8899,0.221,10.3246,179.73,2255.0,199.03
TOTAL_FROTA,TODAS,2025,6,0.1544,1.1884,0.3074,12.8719,9425.847,84470.3,7106.88
VICTOR OLIVEIRA,Suezmax,2025,6,0.1573,1.7172,0.2081,6.5787,934.5,5677.0,486.7
BRUNO LIMA,Gaseiro 7k,2025,7,0.0691,0.5458,0.6425,25.473,141.16,4007.0,301.55
CARLA SILVA,Aframax,2025,7,0.1474,0.8806,0.0436,8.8558,72.0,875.0,58.64
DANIEL PEREIRA,Aframax,2025,7,0.201,1.2001,0.2641,7.4486,565.0,4971.0,476.71
EDUARDO COSTA,MR 2,2025,7,0.2383,1.0548,0.3824,6.7482,360.69,3259.0,323.33
FELIPE RIBEIRO,Suezmax,2025,7,0.1758,1.3017,0.1534,6.7183,547.91,3868.0,420.45
FÁBIO SANTOS,Gaseiro 7k,2025,7,0.0453,0.443,0.6448,26.3124,152.47,3582.0,305.91
GABRIELA MARTINS,Aframax,2025,7,0.1591,1.1678,0.1698,7.9969,329.2,2608.0,244.5
GISELLE CARVALHO,Suezmax,2025,7,0.1182,1.5815,0.5135,8.803,1069.66,8940.0,664.25
HENRIQUE ALVES,Suezmax,2025,7,0.3611,1.521,0.1852,6.1113,183.0,1230.0,145.05
LUCAS MENDONÇA,MR 2,2025,7,0.1035,0.8264,0.1722,13.0291,163.06,2493.0,198.2
MARCOS CAVALCANTI,Suezmax,2025,7,0.154,1.1258,0.1104,9.3114,278.36,2172.0,205.9
MARIA VALENTINA,Gaseiro 7k,2025,7,0.0456,0.3777,0.6051,30.013,161.717,4811.0,390.74
PAULO MOURA,Suezmax,2025,7,0.24,2.0296,0.1607,40.5973,783.7,4679.8,456.98
RAFAEL SANTOS,Suezmax,2025,7,0.2264,1.7834,0.2261,6.0896,1102.4,6834.0,585.37
RAUL MARTINS,Suezmax,2025,7,0.2539,2.2077,0.2481,5.7691,655.0,3486.0,291.16
RENATO GOMES,Aframax,2025,7,0.1694,1.4008,0.1024,8.6457,232.25,1795.0,159.44
RICARDO BARBOSA,Gaseiro 7k,2025,7,0.0496,0.3937,0.7091,26.1731,152.5,4451.0,385.39
RODRIGO PINHEIRO,Aframax,2025,7,0.1887,1.5381,0.2267,9.036,597.16,6003.0,502.83
ROMARIO SILVA,MR 2,2025,7,0.0894,0.7415,0.296,27.687,220.79,2915.0,238.51
THIAGO FERNANDES,MR 2,2025,7,0.113,0.9159,0.2914,10.5006,213.8,2763.0,232.74
TOTAL_FROTA,TODAS,2025,7,0.1506,1.1569,0.323,14.9789,8881.327,82305.8,7114.36
VICTOR OLIVEIRA,Suezmax,2025,7,0.1533,1.5861,0.2345,7.4146,899.5,6563.0,526.71
BRUNO LIMA,Gaseiro 7k,2025,8,0.0823,0.4316,0.4493,18.786,70.934,1665.5,165.0
CARLA SILVA,Aframax,2025,8,0.227,1.3228,0.0414,7.1944,13.0,112.0,11.7
DANIEL PEREIRA,Aframax,2025,8,0.23,2.0067,0.2516,7.1529,1018.5,7635.5,620.31
EDUARDO COSTA,MR 2,2025,8,0.1759,1.1494,0.5401,7.6555,435.66,3793.0,371.95
FELIPE RIBEIRO,Suezmax,2025,8,0.1588,1.7734,0.1817,6.4996,888.71,6063.0,469.7
FÁBIO SANTOS,Gaseiro 7k,2025,8,0.0547,0.5047,0.7982,20.0192,141.439,2962.0,297.07
GABRIELA MARTINS,Aframax,2025,8,0.1301,1.3985,0.2423,8.5695,907.9,7454.0,614.4
GISELLE CARVALHO,Suezmax,2025,8,0.1367,1.4625,0.2322,8.2111,997.64,7737.0,593.86
HENRIQUE ALVES,Suezmax,2025,8,0.2304,1.8648,0.1874,5.4362,863.5,4567.0,451.47
LUCAS MENDONÇA,MR 2,2025,8,0.1029,0.9004,0.218,12.8262,225.95,3305.3,260.5
MARCOS CAVALCANTI,Suezmax,2025,8,0.1714,1.8601,0.2397,6.5653,1385.61,7879.0,727.7
MARIA VALENTINA,Gaseiro 7k,2025,8,0.0492,0.4348,0.6293,24.5248,79.4,2167.0,172.67
PAULO MOURA,Suezmax,2025,8,0.2508,1.7686,0.1386,7.4014,457.34,2635.0,254.28
RAFAEL SANTOS,Suezmax,2025,8,0.1554,1.5773,0.1777,7.0506,447.0,2854.6,261.92
RAUL MARTINS,Suezmax,2025,8,0.2223,1.7521,0.154,6.3118,468.6,3501.9,282.2
RENATO GOMES,Aframax,2025,8,0.1395,1.5963,0.3675,7.8305,1035.82,7648.0,642.5
RICARDO BARBOSA,Gaseiro 7k,2025,8,0.0565,0.4242,0.6735,22.7634,168.2,4693.0,397.41
RODRIGO PINHEIRO,Aframax,2025,8,0.0799,0.9631,0.1679,30.5932,516.8,5326.0,430.5
ROMARIO SILVA,MR 2,2025,8,0.1668,1.1103,0.2562,9.4303,314.0,3954.0,307.07
THIAGO FERNANDES,MR 2,2025,8,0.178,1.0202,0.2663,6.7038,167.2,1225.0,158.4
TOTAL_FROTA,TODAS,2025,8,0.151,1.3543,0.3109,11.0901,11779.203,95390.8,8179.11
VICTOR OLIVEIRA,Suezmax,2025,8,0.1467,1.7341,0.3881,7.5995,1176.0,8213.0,688.5
BRUNO LIMA,Gaseiro 7k,2025,9,0.0742,0.4576,0.6222,24.014,171.58,4737.6,391.86
CARLA SILVA,Aframax,2025,9,0.1486,0.9335,0.0331,9.2364,30.0,234.7,36.4
DANIEL PEREIRA,Aframax,2025,9,0.1679,1.6261,0.2315,6.3779,420.5,2871.0,241.03
EDUARDO COSTA,MR 2,2025,9,0.232,1.066,0.4045,8.5932,254.65,3168.0,252.25
FELIPE RIBEIRO,Suezmax,2025,9,0.163,1.6786,0.343,7.3773,924.314,7371.0,545.17
FÁBIO SANTOS,Gaseiro 7k,2025,9,0.038,0.3985,0.5295,28.7265,149.933,3869.0,339.66
GABRIELA MARTINS,Aframax,2025,9,0.1989,1.2201,0.2372,8.6968,349.19,3199.4,254.1
GISELLE CARVALHO,Suezmax,2025,9,0.1645,1.8749,0.25,6.9966,907.39,5879.0,556.99
HENRIQUE ALVES,Suezmax,2025,9,0.1873,1.7063,0.2106,5.79,967.5,4922.0,468.0
LUCAS MENDONÇA,MR 2,2025,9,0.1031,0.9429,0.1859,10.5382,82.3,1092.0,86.3
MARCOS CAVALCANTI,Suezmax,2025,9,0.1391,1.292,0.1152,9.4903,264.83,1983.0,177.88
MARIA VALENTINA,Gaseiro 7k,2025,9,0.0534,0.444,0.755,25.0283,203.975,6061.0,475.67
PAULO MOURA,Suezmax,2025,9,0.1651,1.9042,0.2605,6.1146,1371.0,8315.0,720.0
RAFAEL SANTOS,Suezmax,2025,9,0.1821,1.4262,0.1228,7.6616,173.2,1291.7,112.09
RAUL MARTINS,Suezmax,2025,9,0.1698,1.1253,0.099,9.5633,229.775,2091.5,267.1
RENATO GOMES,Aframax,2025,9,0.1374,1.4172,0.2316,10.5883,389.0,3112.7,263.77
RICARDO BARBOSA,Gaseiro 7k,2025,9,0.047,0.4452,0.6347,24.8606,186.8,4796.5,405.01
RODRIGO PINHEIRO,Aframax,2025,9,0.1016,1.2322,0.2141,10.1815,733.7,7427.0,591.3
ROMARIO SILVA,MR 2,2025,9,0.0925,0.8779,0.3755,13.8425,437.55,5632.0,446.74
THIAGO FERNANDES,MR 2,2025,9,0.193,1.0308,0.4967,10.6834,251.0,2981.5,248.08
TOTAL_FROTA,TODAS,2025,9,0.1304,1.1372,0.3548,13.2558,8905.937,83995.8,7122.59
VICTOR OLIVEIRA,Suezmax,2025,9,0.1715,1.5988,0.1789,7.2399,407.75,2960.2,243.19
BRUNO LIMA,Gaseiro 7k,2025,10,0.0957,0.4429,0.5748,64.0543,144.59,3837.6,326.77
CARLA SILVA,Aframax,2025,10,0.1042,0.6212,0.1439,13.9032,99.2,804.0,82.13
DANIEL PEREIRA,Aframax,2025,10,0.2611,1.7565,0.2246,6.4784,515.0,3789.0,340.98
EDUARDO COSTA,MR 2,2025,10,0.2512,1.1251,0.1662,6.5932,101.65,905.0,89.98
FELIPE RIBEIRO,Suezmax,2025,10,0.1823,1.7952,0.2017,6.2414,943.795,6123.0,520.43
FÁBIO SANTOS,Gaseiro 7k,2025,10,0.0429,0.4315,0.5898,27.146,154.944,3838.0,336.86
GABRIELA MARTINS,Aframax,2025,10,0.114,1.3759,0.3076,9.5339,849.33,8432.0,642.43
GISELLE CARVALHO,Suezmax,2025,10,0.1073,1.3634,0.3499,10.1151,484.056,4296.8,317.17
HENRIQUE ALVES,Suezmax,2025,10,0.1764,1.7106,0.3017,7.1383,1137.3,7660.0,640.52
LUCAS MENDONÇA,MR 2,2025,10,0.104,0.8664,0.1506,11.1512,68.6,883.0,80.1
MARCOS CAVALCANTI,Suezmax,2025,10,0.2066,1.8712,0.2923,5.8436,1186.49,7545.0,638.22
MARIA VALENTINA,Gaseiro 7k,2025,10,0.0769,0.4752,0.6521,21.2954,124.472,3357.0,275.07
PAULO MOURA,Suezmax,2025,10,0.1959,1.5624,0.2857,6.9105,618.82,4123.0,410.4
RAFAEL SANTOS,Suezmax,2025,10,0.177,1.8953,0.2244,5.8083,1392.2,7846.0,690.17
RAUL MARTINS,Suezmax,2025,10,0.1507,1.7959,0.2403,7.0584,1224.67,8545.8,676.5
RENATO GOMES,Aframax,2025,10,0.1123,1.162,0.2666,11.4025,307.5,2491.0,220.1
RICARDO BARBOSA,Gaseiro 7k,2025,10,0.0353,0.3523,0.6881,32.9019,48.4,1172.0,112.83
RODRIGO PINHEIRO,Aframax,2025,10,0.1095,1.0909,0.3265,11.3195,545.29,6213.5,486.07
ROMARIO SILVA,MR 2,2025,10,0.0667,0.7302,0.2985,17.9793,229.46,2905.0,221.5
THIAGO FERNANDES,MR 2,2025,10,0.2183,0.9087,0.1118,7.7333,50.86,591.5,55.82
TOTAL_FROTA,TODAS,2025,10,0.1442,1.2731,0.3237,14.1061,10704.427,89111.7,7470.93
VICTOR OLIVEIRA,Suezmax,2025,10,0.195,1.6092,0.2644,6.9511,477.8,3753.5,306.88
BRUNO LIMA,Gaseiro 7k,2025,11,0.0607,0.4323,0.4461,37.3794,76.73,2154.1,189.19
CARLA SILVA,Aframax,2025,11,0.139,0.9073,0.0931,15.8809,85.5,724.3,63.83
DANIEL PEREIRA,Aframax,2025,11,0.2157,2.1208,0.3504,7.5271,557.0,3531.0,333.18
EDUARDO COSTA,MR 2,2025,11,0.4168,0.9355,0.3266,5.6787,55.05,333.0,61.25
FELIPE RIBEIRO,Suezmax,2025,11,0.2089,1.8189,0.2036,5.7716,548.77,3560.5,293.93
FÁBIO SANTOS,Gaseiro 7k,2025,11,0.0353,0.3809,0.5547,48.9624,101.19,2517.0,216.65
GABRIELA MARTINS,Aframax,2025,11,0.2908,1.1174,0.1602,6.9658,94.04,1076.0,79.4
HENRIQUE ALVES,Suezmax,2025,11,0.1581,1.8345,0.254,6.3579,790.0,5020.0,431.92
LUCAS MENDONÇA,MR 2,2025,11,0.1217,0.9181,0.1772,9.4418,40.2,469.0,42.2
MARCOS CAVALCANTI,Suezmax,2025,11,0.2345,2.0586,0.2357,5.1915,734.85,4245.8,366.25
MARIA VALENTINA,Gaseiro 7k,2025,11,0.0417,0.444,0.6828,26.6065,36.13,1128.0,83.16
PAULO MOURA,Suezmax,2025,11,0.8764,2.2978,0.0941,3.5835,9.62,44.0,5.6
RAFAEL SANTOS,Suezmax,2025,11,0.1579,1.7243,0.3778,7.0644,920.4,5944.0,450.07
RAUL MARTINS,Suezmax,2025,11,0.2781,1.9598,0.3261,6.852,745.516,5526.4,411.74
RENATO GOMES,Aframax,2025,11,0.1365,1.5363,0.2523,7.8153,839.8,6665.0,570.4
RICARDO BARBOSA,Gaseiro 7k,2025,11,0.08,0.4065,0.2934,12.5,2.0,25.0,4.92
RODRIGO PINHEIRO,Aframax,2025,11,0.094,1.0624,0.347,12.6532,304.0,3170.0,262.9
ROMARIO SILVA,MR 2,2025,11,0.0682,0.7455,0.2049,16.2911,108.8,1391.5,107.42
THIAGO FERNANDES,MR 2,2025,11,0.1546,0.9087,0.2457,10.018,128.4,1581.0,140.22
TOTAL_FROTA,TODAS,2025,11,0.164,1.3501,0.3117,13.9436,6554.596,52034.4,4354.63
VICTOR OLIVEIRA,Suezmax,2025,11,0.1451,1.2835,0.2238,8.2339,376.6,2928.8,240.4
